facility_name,state,industry_sector,total_ghg_emissions_tonnes,latitude,longitude,reporting_year
River Road,WA,Power Plants,700249.804,45.65,-122.7231,2023
River Valley Generating Station,OK,Power Plants,673360.982,35.192139,-94.647833,2023
River Valley Ingredients - Forest,MS,"Other,Waste",74598.896,32.362972,-89.539806,2023
River Valley Ingredients - Texarkana,AR,"Other,Waste",51491.204,33.532806,-93.812694,2023
Riverbay Corp. - Co-Op City,NY,Other,163840.136,40.8697,-73.8258,2023
Riverside (1927),MN,Power Plants,950776.376,45.0203,-93.2753,2023
Riverside (4940),OK,Power Plants,819038.312,35.9978,-95.9567,2023
Riverside Energy Center,WI,Power Plants,2867896.372,42.5835,-89.0351,2023
Riverside Energy Resource Center,CA,Power Plants,30694.036,33.9636,-117.4528,2023
Riverside Generating Company,KY,Power Plants,284168.271,38.1933,-82.6042,2023
Riverton,KS,Power Plants,468066.316,37.0719,-94.6986,2023
Riverton Facility,WV,Minerals,318256.89,38.793745,-79.481638,2023
Riviana Foods,TN,Other,44821.332,35.08368,-90.04458,2023
Riviera,FL,Power Plants,2510228.488,26.7653,-80.0528,2023
Port Allen Complex,LA,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",77628.138,30.52522,-91.38355,2023
Potters Creek Amine Plant,TX,Petroleum and Natural Gas Systems,2876.496,32.411309,-94.429074,2023
Preakness Gas Plant,TX,Petroleum and Natural Gas Systems,65927.056,31.04345,-104.82656,2023
Promix Fractionation Facility,LA,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",187436.196,30.010358,-91.106768,2023
REM 305 Michigan Basin - PROCESSING,MI,Petroleum and Natural Gas Systems,56661.694,45.01368,-84.67351,2023
ROGGEN GAS PLANT,CO,Petroleum and Natural Gas Systems,33720.634,40.117556,-104.387444,2023
Ramsey Gas Plant,TX,Petroleum and Natural Gas Systems,272890.734,31.877504,-103.937602,2023
Rawhide Gas Plant,TX,Petroleum and Natural Gas Systems,76824.536,32.0139,-101.2789,2023
Rebel Gas Plant,TX,Petroleum and Natural Gas Systems,164998.264,31.887547,-101.7019975,2023
Red Bluff Processing Plant,TX,Petroleum and Natural Gas Systems,93317.452,31.877504,-103.937602,2023
Red Hills Gas Processing Plant,NM,"Injection of CO2,Petroleum and Natural Gas Systems,Suppliers of CO2",572876.074,32.210433,-103.521409,2023
Red Lake Gas Plant,TX,Petroleum and Natural Gas Systems,222204.284,32.329555553947,-101.831483965874,2023
Redcliff Plant,OK,Petroleum and Natural Gas Systems,69127.676,36.234194,-99.151129,2023
Redtail Gas Plant,CO,Petroleum and Natural Gas Systems,11992.078,40.826119,-103.864261,2023
Reveille Gas Plant,TX,Petroleum and Natural Gas Systems,117330.404,27.7104,-99.72761,2023
Revolution Cryogenic Plant,PA,Petroleum and Natural Gas Systems,21981.184,40.411786,-80.349722,2023
Ridge Amine Plant,TX,Petroleum and Natural Gas Systems,60814.058,31.121917,-96.31281,2023
Riptide Gas Plant,TX,Petroleum and Natural Gas Systems,289172.506,32.2422,-101.9044,2023
Roadrunner Gas Processing Plant,NM,Petroleum and Natural Gas Systems,69203.37475362337,32.265851,-104.11239,2023
Robeline Plant,LA,Petroleum and Natural Gas Systems,325451.066,31.658716,-93.324988,2023
Roberts Ranch Gas Plant,TX,Petroleum and Natural Gas Systems,43430.478,31.7822,-102.2472,2023
Robinson Lake Gas Plant,ND,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",70628.402,48.066522,-102.353526,2023
Robstown Fractionator,TX,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",63859.56,27.814964,-97.594281,2023
Rock Creek Gas Plant,TX,Petroleum and Natural Gas Systems,139443.338,35.6739,-101.4105,2023
Rodman Gas Plant,OK,Petroleum and Natural Gas Systems,23473.162,36.272314,-98.068343,2023
Rose Valley Gas Plant,OK,Petroleum and Natural Gas Systems,95284.342,36.66771,-98.75314,2023
Provident City Compressor Station,TX,Petroleum and Natural Gas Systems,81260.9,29.33,-96.6726,2023
REED CMP STN,TX,Petroleum and Natural Gas Systems,28220.836,31.712,-96.2129,2023
RUSSELL CMP STN,AR,Petroleum and Natural Gas Systems,602.648,35.34466,-91.5143,2023
Rankin Compressor Station,TX,Petroleum and Natural Gas Systems,160964.46,31.163106,-101.782857,2023
Real Compressor Station,TX,Petroleum and Natural Gas Systems,31843.554,30.0295,-99.8354,2023
Red Bluff Express Compressor Station,TX,Petroleum and Natural Gas Systems,120816.154,31.726877,-103.782665,2023
Redhook Compressor Station,PA,Petroleum and Natural Gas Systems,46863.796,40.2621488472283,-80.1860368062743,2023
Reunion,FL,Petroleum and Natural Gas Systems,50614.768,28.25999,-81.5569,2023
Richmond Station,ME,Petroleum and Natural Gas Systems,25875.006,44.12215,-69.81163,2023
Rover - Mainline CS #1,OH,Petroleum and Natural Gas Systems,107189.362,40.451936,-81.227469,2023
Rover - Mainline CS #2,OH,Petroleum and Natural Gas Systems,104800.574,40.787308,-82.095565,2023
Rover - Mainline CS #3,OH,Petroleum and Natural Gas Systems,82613.702,40.977486,-82.970892,2023
Redfield UGS and Compressor Station,IA,Petroleum and Natural Gas Systems,36491.026,41.684049,-94.164157,2023
Robert Bosch Semiconductor LLC,CA,Other,18171.761576,38.77518,-121.31299,2023
Robert P Mone,OH,Power Plants,112266.472,40.9297,-84.7392,2023
Robert Reid,KY,Power Plants,4669.332,37.6467,-87.5033,2023
Robinson Refinery,IL,"Petroleum Product Suppliers,Refineries",1826459.498,39.0,-87.7222,2023
Rochelle Municipal Landfill,IL,Waste,59180.7,41.927953,-89.001125,2023
Rock Prairie Road Landfill,TX,Waste,97187.0,30.58039,-96.24581,2023
Rock River,WI,Power Plants,328.3,42.5831,-89.0292,2023
Rock Springs Generating Facility,MD,Power Plants,119725.456,39.7183,-76.1606,2023
Rockford Energy Center,IL,Power Plants,60031.603,42.2403,-89.1025,2023
Rockford Energy Center II,IL,Power Plants,24843.808,42.2383,-89.1014,2023
Rockgen Energy Center,WI,Power Plants,349879.494,42.9767,-89.0492,2023
Rockingham County Combustion Turbine,NC,Power Plants,456149.396,36.3297,-79.8297,2023
Rockport,IN,Power Plants,3112526.184,37.9256,-87.0372,2023
Rocky Mountain Energy Center,CO,Power Plants,1074429.868,40.0911,-104.5947,2023
"Rocky Road Power, LLC",IL,Power Plants,11936.756,42.0931,-88.2397,2023
Rokeby,NE,Power Plants,62935.29,40.7316,-96.7364,2023
Roland C. Dansby Power Plant,TX,Power Plants,100845.076,30.7217,-96.4599,2023
Rolling Hills Generating LLC,OH,Power Plants,1340777.684,39.0839,-82.3328,2023
Rolls-Royce Stennis Outdoor Test Facility,MS,Other,2905.152,30.38,-89.61,2023
Roseburg Forest Products - El Dorado MDF,AR,Other,96854.736,33.17823,-92.74815,2023
Rosemount Industrial Waste Facility,MN,"Other,Waste",207141.95,44.749802,-93.01176,2023
Roseton Generating Facility,NY,Power Plants,124823.84,41.5711,-73.9747,2023
Roseville Energy Park,CA,Power Plants,153906.228,38.7926,-121.3823,2023
Rothschild Biomass Cogeneration Plant,WI,Power Plants,41884.894,44.888355,-89.625821,2023
Roundtop Energy LLC,PA,Power Plants,29364.44,41.658211,-76.049513,2023
"Rousselot Peabody, Inc.",MA,Chemicals,34489.42,42.521667,-70.939444,2023
Roxboro Steam Electric Plant,NC,"Power Plants,Waste",4122411.542,36.4833,-79.0731,2023
Roxul USA Inc. dba ROCKWOOL,WV,Minerals,29109.72,39.35125,-77.93204,2023
"Roxul USA, Inc.",MS,Minerals,22715.536,34.97575,-89.61575,2023
Royalton Road Sanitary Landfill,OH,Waste,18542.0,41.3139,-81.662604,2023
Rumble Landfill #2,MO,Waste,3919.148,39.14188,-94.398117,2023
Rumford Power LLC,ME,Power Plants,160818.104,44.5303,-70.5219,2023
Rumpke Sanitary Landfill,OH,Waste,284432.136,39.274673,-84.597814,2023
Rush Island,MO,Power Plants,790243.874,38.1306,-90.2625,2023
Russell City Energy Company LLC,CA,Power Plants,717394.992,37.6341,-122.1326,2023
Rutgers Health Science Campus at Newark,NJ,Other,30802.684,40.744413,-74.190295,2023
Ryobi Die Casting,IN,Metals,40980.096,39.54003,-85.79002,2023
S & S GRADING INC LANDFILL,WV,Waste,58597.1,39.290691,-80.356681,2023
S A Carlson,NY,Power Plants,27141.2,42.0917,-79.2417,2023
S D WARREN CO,ME,Pulp and Paper,13352.0,43.686198,-70.347403,2023
S O Purdom,FL,Power Plants,590504.412,30.1619,-84.2014,2023
S&C Electric Company,IL,"Import and Export of Equipment Containing Fluorintaed GHGs,Other",16732.5252,42.00231,-87.67662,2023
"SABIC INNOVATIVE PLASTICS MT. VERNON, LLC",IN,Other,557714.5,37.9072,-87.9271,2023
SABIC INNOVATIVE PLASTICS US LLC,WV,Waste,4239.75,39.267179,-81.683429,2023
SABIC Innovative Plastics - Burkville,AL,Power Plants,404081.1,32.3102,-86.5242,2023
SABIC Innovative Plastics US LLC,IL,Other,22120.616,41.334533,-88.755775,2023
SABINE PARISH LANDFILL,LA,Waste,143248.0,31.609914,-93.557411,2023
SABINE RIVER OPERATIONS,TX,Chemicals,908295.706,30.054796,-93.753863,2023
SAFETY-KLEEN SYSTEMS,IN,Petroleum and Natural Gas Systems,80092.836,41.648417,-87.482414,2023
SAGUARO POWER COMPANY,NV,Power Plants,102522.164,36.037561,-114.976159,2023
SAINT JOSEPH SANITARY LANDFILL,MO,Waste,29832.65,39.668326,-94.767673,2023
SAINT MARYS HOSPITAL,MN,Other,47670.468,44.02164,-92.48209,2023
"SAINT-GOBAIN ABRASIVES and SAINT-GOBAIN CERAMICS & PLASTICS, INC.",MA,Minerals,43771.242,42.3048,-71.8015,2023
SALEM COUNTY IMPROVEMENT AUTHORITY LANDFILL,NJ,Waste,56843.55,39.5879,-75.3697,2023
SALEM LANDFILL,AL,Waste,66729.588,32.64737,-85.36946,2023
SALINA MUNICIPAL SOLID WASTE LANDFILL,KS,Waste,81644.1,38.763,-97.697,2023
SALINE COUNTY REGIONAL WASTE MGMT DISTRICT LANDFILL,AR,Waste,71626.0,34.531692,-92.407868,2023
SALT LAKE VALLEY SOLID WASTE MANAGEMENT: SALT LAKE VALLEY LANDFILL & TRANSFER ST,UT,Waste,172467.6,40.641551,-111.931046,2023
"SAMPSON COUNTY DISPOSAL, LLC",NC,Waste,165069.5,34.962065,-78.448345,2023
SAN ANGELO LANDFILL,TX,Waste,20227.0,31.505472,-100.39063,2023
SAN FRANCISCO REFINERY AT RODEO,CA,"Chemicals,Petroleum Product Suppliers,Refineries",1034931.406,38.0436,-122.2532,2023
SAN JOAQUIN REFINING CO INC,CA,"Chemicals,Petroleum Product Suppliers,Refineries",86934.868,35.39511,-119.04652,2023
SAN JUAN COUNTY REGIONAL LANDFILL,NM,Waste,10486.248,36.765278,-108.045,2023
SAN MARCOS LANDFILL,CA,Waste,4278.25,33.10357,-117.17838,2023
SAN TIMOTEO SOLID WASTE DISPOSAL SITE(REDLANDS),CA,Waste,21365.5,34.0124,-117.2154,2023
SAND VALLEY LANDFILL,AL,Waste,48466.7,34.342,-85.862,2023
SANDERS LEAD COMPANY INCORPORATED,AL,Metals,219877.02,31.788115,-85.977613,2023
SANGAMON VALLEY LANDFILL INC,IL,Waste,14547.55,39.860131,-89.607682,2023
SANIMAX USA LLC,WI,Other,28167.244,44.53556,-88.08267,2023
SANOFI PASTEUR,PA,Chemicals,36717.412,41.09066,-75.32245,2023
SANTA MARIA REGIONAL LANDFILL,CA,Waste,5948.3,34.952597,-120.384126,2023
SANTA ROSA CENTRAL LANDFILL,FL,Waste,196274.75,30.5804,-87.0621,2023
SANTEE PRINT WORKS INCORPORATED,SC,Other,14983.53,33.919897,-80.319677,2023
SAPPI CLOQUET LLC,MN,"Pulp and Paper,Waste",189603.26,46.7239,-92.4316,2023
SAPUTO CHEESE USA INC,CA,Other,61019.62,36.1821,-119.33512,2023
SAPUTO CHEESE USA INC,WI,Other,38557.504,43.616667,-88.716667,2023
SARPY COUNTY SANITARY LANDFILL,NE,Waste,25625.5,41.1001,-96.1627,2023
SAUK TRAIL HILLS LANDFILL,MI,Waste,102010.2,42.269854,-83.456076,2023
SAVAGE CANYON LANDFILL,CA,Waste,46731.5,33.981737,-118.015269,2023
SAVANNAH RIVER NUCLEAR SOLUTIONS LLC - SAVANNAH RIVER SITE,SC,Chemicals,21702.194,33.34383,-81.74118,2023
SAVANNAH SUGAR REFINERY,GA,Other,138896.67,32.14389,-81.14666,2023
SAVANNAH-DEAN FOREST ROAD LANDFILL,GA,Waste,142461.25,32.055048,-81.211428,2023
SC JOHNSON & SON INC WAXDALE FACILITY,WI,Chemicals,24715.172,42.71484,-87.88376,2023
SCA Tissue,NY,Pulp and Paper,18507.28,43.30467,-73.63885,2023
SCOTT AREA SANITARY LANDFILL,IA,Waste,8185.15,41.47345,-90.68826,2023
SDI LaFarga - Copperworks,IN,Metals,31200.232,41.0729,-84.9653,2023
SEABREEZE ENVIRONMENTAL LANDFILL,TX,Waste,52338.35,29.182543,-95.432833,2023
SEADRIFT COKE L.P.,TX,Petroleum and Natural Gas Systems,34745.896,28.51343,-96.794646,2023
SEAWATER INJECTION PLANT,AK,Petroleum and Natural Gas Systems,215844.52,70.260531,-148.446866,2023
SEAWATER TREATMENT PLANT,AK,Petroleum and Natural Gas Systems,165229.792,70.412133,-148.531186,2023
SECCRA Community Landfill,PA,Waste,50933.414,39.8651,-75.8437,2023
SEMASS PARTNERSHIP RESOURCE RECOVERY FACILITY,MA,Waste,423563.364,41.805415,-70.782559,2023
SEMINOLE ROAD MSW LANDFILL,GA,Waste,353121.82,33.6567,-84.2599,2023
SENECA MEADOWS SWMF,NY,Waste,168744.0,42.91793,-76.84617,2023
SENSIENT NATURAL INGREDIENTS LLC,CA,Other,58632.18,37.389395,-120.667617,2023
SEPTA Roberts Complex,PA,Other,25532.748,40.0161676428241,-75.1663212317985,2023
SETTLERS HILL RDF/MIDWAY LANDFILL,IL,Waste,9618.284,41.870814,-88.288939,2023
SEVEN MILE CREEK LANDFILL LLC,WI,Waste,32327.65,44.837534,-91.367144,2023
SEWERAGE & WATER BOARD OF NEW ORLEANS,LA,Other,50287.448,29.95774,-90.12955,2023
SHADE LDFL,PA,Waste,5807.5,40.120114,-78.802068,2023
SHAW INDUSTRIES GROUP INC PLANT 4,GA,Other,33093.676,34.71917,-84.9672,2023
SHAW INDUSTRIES GROUP INC. P LANT 8S,SC,Other,75900.164,34.047217,-81.151326,2023
SHELBY COUNTY HIGHWAY 70 LANDFILL,AL,Waste,182404.25,33.17183,-86.68749,2023
SHELL CHEMICAL CO - GEISMAR PLANT,LA,Chemicals,1069814.486,30.184161,-90.992889,2023
SHINTECH INCORPORATED,TX,Other,119146.352,28.993626,-95.357721,2023
SHINTECH LOUISIANA LLC - ADDIS PLANT A,LA,Other,65014.556,30.325882,-91.261732,2023
SHINTECH PLAQUEMINE PLANT,LA,Chemicals,1050985.57,30.2594,-91.1737,2023
SHOOSMITH SANITARY LANDFILL,VA,Waste,60672.75,37.35109,-77.49563,2023
SHORT CREEK LANDFILL,WV,Waste,30808.198,40.156772,-80.642072,2023
SHORT MOUNTAIN LANDFILL,OR,Waste,189630.75,43.959893,-122.998005,2023
SHOW ME ETHANOL,MO,Other,109314.288,39.364556,-93.450083,2023
SHPP US LLC,NY,Other,120791.644,42.575416,-73.853563,2023
SI GROUP INC /ROTT JCT FAC,NY,Other,27613.844,42.860644,-74.025053,2023
SI GROUP INC TX OPERATIONS,TX,Chemicals,65808.052,28.9744,-95.34453,2023
"SI Group, Inc.",SC,"Chemicals,Waste",72088.832,33.472222,-80.873611,2023
SIDNEY SUGARS INCORPORATED,MT,Other,2690.374,47.717982,-104.133164,2023
SIGNAL MOUNTAIN CEMENT CO,TN,Minerals,814742.644,35.101197,-85.345342,2023
SIKORSKY AIRCRAFT HEADQUARTERS,CT,Other,52376.45,41.249297,-73.089897,2023
SILAS RAY POWER PLANT,TX,Power Plants,83711.84,25.9131,-97.5214,2023
"SILVER EAGLE REFINING, INCORPORATED",WY,"Petroleum Product Suppliers,Refineries",16298.994,41.2616,-110.807,2023
SIMI VALLEY LANDFILL & RECYCLING CENTER,CA,Waste,259438.2,34.25061,-118.824532,2023
SIMMONS FOODS INC-SOUTHWEST CITY,MO,"Other,Waste",109200.638,36.543164,-94.583079,2023
SIMPLOT PHOSPHATES,WY,Chemicals,473443.868,41.53841,-109.12746,2023
SINCLAIR CASPER REFINING COMPANY,WY,"Petroleum Product Suppliers,Refineries",264698.198,42.8605,-106.2425,2023
SIOUX FALLS REGIONAL SANITARY LANDFILL (SFRSL),SD,Waste,87240.75,43.51146,-96.930215,2023
SIOUXLAND ENERGY COOPERATIVE,IA,Other,87511.472,43.08446,-96.23038,2023
"SIOUXLAND ETHANOL, LLC",NE,Other,105129.63,42.45924,-96.5995,2023
SJRR Power LLC,TX,Power Plants,89240.52,29.87449,-95.106947,2023
SK Battery America,GA,Other,57618.832,34.2359468409106,-83.4848507597326,2023
SKB Lansing Landfill,MN,"Other,Waste",53929.55,43.706812,-92.999888,2023
SKYWATER TECHNOLOGY INC,MN,Other,65651.7061436,44.84786,-93.23745,2023
SMI STEEL LLC,AL,Metals,95472.52,33.534104,-86.757929,2023
SMITH GAP REGIONAL LANDFILL,VA,Waste,97626.25,37.2891,-80.2134,2023
SMITHFIELD FARMLAND CORP-MONMOUTH,IL,Other,30837.784,40.92801,-90.64194,2023
SMITHFIELD FRESH MEATS CORP - MILAN,MO,"Other,Waste",25432.954,40.218922,-93.121535,2023
SMITHFIELD FRESH MEATS CORP-DENISON,IA,"Other,Waste",48538.646,42.02579,-95.36125,2023
SMITHFIELD FRESH MEATS CORP-SMITHFIELD,VA,"Other,Waste",8329.472,36.994912,-76.629501,2023
SMITHS CREEK LANDFILL,MI,Waste,158701.0,42.917442,-82.591679,2023
SNF Holding Company,GA,Chemicals,56391.388,31.743668,-81.431776,2023
SM 268 A & A-PRD (Complex ID # 21739),LA,Petroleum and Natural Gas Systems,4556.248,29.115853,-91.871417,2023
SM 58 G,LA,Petroleum and Natural Gas Systems,42596.264,28.66659,-92.09019,2023
SABINE PASS LNG TERMINAL,LA,Petroleum and Natural Gas Systems,6261720.536,29.74777,-93.87163,2023
"SLNG Elba Island Terminal Savannah, GA",GA,Petroleum and Natural Gas Systems,63515.208,31.98741,-81.04973,2023
SNG Plant,HI,"Petroleum and Natural Gas Systems,Suppliers of CO2",26625.922,21.309264,-158.092533,2023
Rowdy Jewell Gas Plant,WY,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",19701.928,44.29713,-105.48866,2023
SACROC CO2 TREATMENT,TX,Petroleum and Natural Gas Systems,435406.81,32.74751,-100.95855,2023
SALT CREEK FIELD GAS PLANT,TX,Petroleum and Natural Gas Systems,64352.9,33.232539,-100.867608,2023
SAN JUAN GAS PLANT,NM,Petroleum and Natural Gas Systems,233828.766,36.732833,-107.976889,2023
SCM Pecos Gas Processing Plant,TX,Petroleum and Natural Gas Systems,238617.614,31.361829,-103.682383,2023
SEA ROBIN GAS PROCESSING PLANT,LA,Petroleum and Natural Gas Systems,3823.536,29.897429,-92.067346,2023
SEMINOLE GAS PROCESSING PLANT,TX,Petroleum and Natural Gas Systems,499208.472,32.7578,-102.681,2023
SHERHAN GAS PLANT,TX,Petroleum and Natural Gas Systems,42286.258,36.4925,-101.467222,2023
SHOLEM GAS PLANT,OK,Petroleum and Natural Gas Systems,65652.2,34.4942,-97.5864,2023
SHOUP GAS PROCESSING AND FRACTIONATION PLANT,TX,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",214027.554,27.79914,-97.57217,2023
SLAUGHTER GASOLINE PLANT,TX,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",59546.878,33.467778,-102.558889,2023
SGP Sierrita Compressor Station,AZ,Petroleum and Natural Gas Systems,269.8,32.27585,-111.01068,2023
SILSBEE Compressor Station,TX,Petroleum and Natural Gas Systems,40052.314,30.3724,-94.105,2023
"SNG Station 4132 Louisville, MS",MS,Petroleum and Natural Gas Systems,17882.4,33.133614,-89.068889,2023
"SNG Station 4152 Tarrant, AL",AL,Petroleum and Natural Gas Systems,17574.046,33.593548,-86.769968,2023
"SNG Station 4165 DeArmanville, AL",AL,Petroleum and Natural Gas Systems,12220.766,33.619576,-85.778225,2023
"SNG Station 5010 White Castle, LA",LA,Petroleum and Natural Gas Systems,40289.58,30.19714,-91.10277,2023
"SNG Station 5110 Toca, LA",LA,Petroleum and Natural Gas Systems,22922.584,29.867382,-89.830553,2023
"SNG Station 5122 Franklinton, LA",LA,Petroleum and Natural Gas Systems,28603.114,30.81735,-90.17873,2023
"SNG Station 5211 Gwinville, MS",MS,Petroleum and Natural Gas Systems,61719.14,31.730937,-90.046656,2023
"SNG Station 5216 Bay Springs, MS",MS,Petroleum and Natural Gas Systems,65477.218,31.949109,-89.313176,2023
"SNG Station 5222 Enterprise, MS",MS,Petroleum and Natural Gas Systems,92963.492,32.151611,-88.843889,2023
"SNG Station 5230 York, AL",AL,Petroleum and Natural Gas Systems,38671.112,32.31585,-88.18279,2023
"SNG Station 5236 Gallion, AL",AL,Petroleum and Natural Gas Systems,11252.37,32.496853,-87.716046,2023
"SNG Station 5245 Selma, AL",AL,Petroleum and Natural Gas Systems,22742.924,32.526909,-86.929887,2023
"SNG Station 5259 Auburn, AL",AL,Petroleum and Natural Gas Systems,37773.818,32.514147,-85.47086,2023
"SNG Station 5272 Thomaston, GA",GA,Petroleum and Natural Gas Systems,33000.794,32.7877,-84.2544,2023
"SNG Station 5277 Ocmulgee, GA",GA,Petroleum and Natural Gas Systems,62352.264,32.935978,-83.712688,2023
"SNG Station 5283 Hall Gate, GA",GA,Petroleum and Natural Gas Systems,31742.904,33.058431,-83.051382,2023
"SNG Station 4020 Bear Creek Storage, LA",LA,Petroleum and Natural Gas Systems,30318.4,31.728614,-93.05762,2023
"SNG Station 4310 Muldon Storage, MS",MS,Petroleum and Natural Gas Systems,23359.122,33.745183,-88.660817,2023
SOLAE CO GIBSON,IL,Other,29575.088,40.611184,-88.181952,2023
SOLAR TURBINES INCORPORATED,CA,Other,34340.708,32.81903,-117.1261,2023
SOLDOTNA COMBUSTION TURBINE PLANT,AK,Power Plants,12002.604,60.499493,-150.996678,2023
SOLID WASTE DISPOSAL AUTHORITY,AL,Waste,240966.25,34.68894,-86.59206,2023
SOLUTIA INC - INDIAN ORCHARD PLANT,MA,Other,59347.076,42.154981,-72.526419,2023
SOLUTIA INC ANNISTON PLANT,AL,Chemicals,2129.892,33.65099,-85.85197,2023
SOLVAY CHEMICALS INC,WA,Chemicals,50067.5,46.136952,-122.982513,2023
"SOLVAY SPECIALTY POLYMERS USA, LLC",NJ,"Industrial Gas Suppliers,Other",8378.068,39.845474,-75.209486,2023
"SOLVAY SPECIALTY POLYMERS USA, LLC",GA,Other,51567.154,33.368108,-82.010626,2023
SOLVAY Specialty Polymers USA - LLC,TX,Other,25384.604,35.701511,-101.355111,2023
SONNEBORN LLC/PETROLIA PLT,PA,Petroleum and Natural Gas Systems,54717.492,41.01,-79.72,2023
SONOCO - NEWPORT,TN,Pulp and Paper,30003.488,36.01745,-83.20576,2023
SONOCO PRODUCTS COMPANY - CHATTANOOGA MILL,TN,Pulp and Paper,38523.104,35.061315,-85.323309,2023
SONOMA COUNTY CENTRAL DISPOSAL SITE,CA,Waste,107493.798,38.297175,-122.741432,2023
SOUTH CENTRAL IOWA SOLID WASTE AGENCY SCISWA,IA,Waste,53314.0,41.2739,-92.9487,2023
SOUTH CUSHMAN LANDFILL,AK,Waste,82673.394,64.804,-147.699,2023
SOUTH DADE SOLID WASTE DISPOSAL FACILITY,FL,Waste,59885.25,25.547222,-80.34769,2023
SOUTH DAKOTA SOYBEAN PROCESSORS,SD,Other,39854.5,44.324969,-96.905892,2023
SOUTH SHELBY LANDFILL,TN,Waste,126877.1,34.999213,-89.906724,2023
SOUTH SIDE LANDFILL INC,IN,Waste,74893.342,39.716111,-86.205,2023
SOUTH TEXAS ELECTRIC COOP,TX,Power Plants,144163.676,28.8947,-97.1347,2023
SOUTH WAKE LANDFILL,NC,Waste,81951.0,35.674942,-78.85138,2023
SOUTHBRIDGE RECYCLING & DISPOSAL PARK,MA,Waste,4475.652,42.10516,-72.03195,2023
SOUTHEAST BERRIEN COUNTY LANDFILL,MI,Waste,153061.0,41.813371,-86.332814,2023
SOUTHEAST COUNTY LANDFILL,FL,Waste,149425.75,27.762601,-82.20147,2023
SOUTHEAST LANDFILL OKC,OK,Waste,82556.65,35.40004,-97.4641,2023
SOUTHEASTERN CT RESOURCE RECOVERY FACILITY,CT,Waste,103872.84,41.475589,-72.068786,2023
SOUTHERN ALLEGHENIES LDFL,PA,Waste,9954.498,40.23252,-78.895563,2023
SOUTHERN ILLINOIS REGIONAL LANDFILL,IL,Waste,41232.498,37.843781,-89.263298,2023
SOUTHERN ILLINOIS UNIVERSITY,IL,Other,121829.162,37.71083,-89.21754,2023
SOUTHERN MINNESOTA BEET SUGAR COOPERATIVE,MN,Minerals,522588.828,44.797076,-95.170752,2023
SOUTHWEST IOWA RENEWABLE ENERGY,IA,Other,145412.952,41.17277,-95.8241,2023
SOUTHWEST LANDFILL,TX,Waste,93780.0,35.01422,-101.95454,2023
SOUTHWEST REGIONAL LANDFILL,AZ,Waste,14896.0,33.2222,-112.6371,2023
SOUTHWIRE COMPANY,GA,Other,28343.296,33.564833,-85.071917,2023
SOUTHWIRE COMPANY KENTUCKY PLANT,KY,Metals,57296.73,37.934908,-86.788047,2023
"SP Fiber Technologies Southeast, LLC",GA,"Pulp and Paper,Waste",102077.588,32.504129,-82.844859,2023
SPADRA LANDFILL,CA,Waste,8397.25,34.038555,-117.8237,2023
SPARTAN STEEL COATING,MI,Other,21172.42,41.95772,-83.35317,2023
SPECIALTY MINERALS,MA,Minerals,104307.134,42.6432,-73.1135,2023
SPINDLETOP COMPRESSOR STATION,TX,Petroleum and Natural Gas Systems,53453.122,30.025245,-94.078831,2023
SPIRIT AEROSYSTEMS INC,KS,Other,100998.62,37.621665,-97.282695,2023
SPRING GARDENS STEAM PLANT,MD,Power Plants,55077.944,39.273021,-76.618646,2023
SPRINGFIELD SANITARY LANDFILL,MO,Waste,189232.2,37.377418,-93.342656,2023
SPRINGHILL REGIONAL LANDFILL,FL,Waste,67223.566,30.928,-85.427,2023
SPRUCE RIDGE RESOURCE MGMT FACILITY,MN,Waste,49755.556,44.815907,-94.248837,2023
SPSA Regional Landfill,VA,Waste,18953.0,36.7564,-76.50915,2023
SR 85 LANDFILL,AZ,Waste,227968.25,33.1898,-112.67612,2023
SRI International Cogeneration Project,CA,Power Plants,22636.764,37.457173,-122.178049,2023
SRPSA Butcher Creek Landfill,VA,Waste,47291.5,36.731009,-78.428012,2023
SRW Cogen Limited Partnership,TX,Power Plants,1230378.576,30.0561,-93.7539,2023
SSAB ALABAMA INCORPORATED,AL,Metals,335796.532,30.943048,-88.012823,2023
SSAB Iowa Inc.,IA,Metals,295476.268,41.48553,-90.82278,2023
ST JOHN LANDFILL,OR,Waste,1719.75,45.600836,-122.760606,2023
ST LANDRY PARISH LANDFILL,LA,Waste,78306.0,30.6833,-92.060059,2023
ST PAPER LLC,WI,Pulp and Paper,32738.976,44.873593,-88.14389,2023
ST PAUL COGENERATION,MN,Power Plants,34885.128,44.94302,-93.093857,2023
ST Paper 1 LLC,MN,Pulp and Paper,32833.776,46.735747999854,-92.16159295857,2023
ST Tissue - Franklin Facility,VA,Pulp and Paper,50069.264,36.67816,-76.91079,2023
